Source0,titre,type_offre,type_bien,zone,prix,pieces,surface_m2,source8,source
ImmoAsk,"appartement,louer,lome,djagble",LOCATION,Appartement,djagble,350000.0,4,300.0,ImmoAsk,immoask
ImmoAsk,"appartement,louer,lome,djidjole",LOCATION,Appartement,djidjolé,150000.0,3,80.0,ImmoAsk,immoask
ImmoAsk,"boutique,louer,lome,agbalepedo",LOCATION,Boutique,agbalépédo,60000.0,1,20.0,ImmoAsk,immoask
ImmoAsk,"boutique,louer,lome,djidjole",LOCATION,2 chambres salon,djidjolé,40000.0,1,11.0,ImmoAsk,immoask
ImmoAsk,"boutique,louer,lome,lomegan",LOCATION,Boutique,lomégan,100000.0,1,50.0,ImmoAsk,immoask
ImmoAsk,"bureau,louer,lome,bernard cope",LOCATION,Bureau,agoe,150000.0,5,60.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,aneho,djidjole",LOCATION,Chambre salon,djidjolé,60000.0,1,40.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome, zanguera",LOCATION,Chambre salon,zanguera,45000.0,1,20.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,adewi",LOCATION,Chambre salon,adewui,200000.0,1,60.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,adewui",LOCATION,Chambre salon,adewui,225000.0,1,75.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,adidogome",LOCATION,Chambre salon,adidogome,25000.0,1,14.5,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,adidogome",LOCATION,Chambre salon,adidogome,33000.0,1,25.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,adidogome",LOCATION,Chambre salon,adidogome,35000.0,1,30.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,adidogome",LOCATION,Chambre salon,adidogome,45000.0,1,30.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,adidogome",LOCATION,Chambre salon,adidogome,50000.0,1,20.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,adidogome",LOCATION,Chambre salon,adidogome,60000.0,1,16.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,adidogome atilamonou",LOCATION,Chambre salon,adidogome,45000.0,1,25.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,agbalepedo",LOCATION,Chambre salon,agbalépédo,55000.0,1,35.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,agoe",LOCATION,Chambre salon,agoe,45000.0,1,35.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,agoe",LOCATION,Chambre salon,agoe,50000.0,1,25.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,agoe",LOCATION,Chambre salon,agoe,50000.0,1,30.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,agoe",LOCATION,Chambre salon,agoe,70000.0,1,35.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,agoe zossime",LOCATION,Chambre salon,agoe,45000.0,1,45.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,akodessewa",LOCATION,Chambre salon,akodessewa,50000.0,1,35.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,akodessewa",LOCATION,Chambre salon,akodessewa,60000.0,1,35.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,attiegou",LOCATION,Chambre salon,attiégou,45000.0,1,30.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,attilamonou",LOCATION,Chambre salon,adidogome,45000.0,1,40.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,be kpota",LOCATION,Chambre salon,bè,45000.0,1,42.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,cacaveli",LOCATION,Chambre salon,agoe,55000.0,1,25.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,cito aeroport",LOCATION,Chambre salon,cito aeroport,300000.0,1,150.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,djidjole",LOCATION,Chambre salon,djidjolé,60000.0,1,40.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,kegue",LOCATION,Chambre salon,kegue,60000.0,1,20.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,nukafu",LOCATION,Chambre salon,nukafu,45000.0,1,25.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,soviefe",LOCATION,Chambre salon,adidogome,50000.0,1,16.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,soviepe",LOCATION,Chambre salon,adidogome,25000.0,1,15.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,zanguera",LOCATION,Chambre salon,zanguera,35000.0,1,15.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,zanguera",LOCATION,Chambre salon,zanguera,35000.0,1,35.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,zanguera",LOCATION,Chambre salon,zanguera,45000.0,1,40.0,ImmoAsk,immoask
ImmoAsk,"chambre salon,louer,lome,zanguera",LOCATION,Chambre salon,zanguera,50000.0,1,50.0,ImmoAsk,immoask
ImmoAsk,"chambre,louer,lome,adewui",LOCATION,Appartement meublé,adewui,125000.0,2,40.0,ImmoAsk,immoask
ImmoAsk,"chambre,louer,lome,hedzranawoe",LOCATION,Chambre,hédzranawoe,30000.0,1,25.0,ImmoAsk,immoask
ImmoAsk,"chambre,louer,lome,totsi egblinkome",LOCATION,Chambre,totsi,30000.0,1,10.0,ImmoAsk,immoask
ImmoAsk,"chambre,louer,lome,zanguera",LOCATION,Chambre,zanguera,30000.0,1,16.0,ImmoAsk,immoask
ImmoAsk,"immeuble commercial,louer,lome,assivito",LOCATION,Appartement meublé,assivito,1200000.0,2,1000.0,ImmoAsk,immoask
ImmoAsk,"immeuble commercial,vendre,lome,legbassito",VENTE,Appartement meublé,agoe,8.5E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"immeuble,vendre,lome,adewui",VENTE,Immeuble,adewui,1.0E8,2,680.0,ImmoAsk,immoask
ImmoAsk,"magasin,louer,lome,be kpota",LOCATION,Magasin,bè,400000.0,1,300.0,ImmoAsk,immoask
ImmoAsk,"magasin,louer,lome,hedzranawoe",LOCATION,Magasin,hédzranawoe,350000.0,1,300.0,ImmoAsk,immoask
ImmoAsk,"maison,louer,lome,djidjole",LOCATION,Maison,djidjolé,4.0E7,3,500.0,ImmoAsk,immoask
ImmoAsk,"maison,vendre,lome, agbavi",VENTE,Maison,agbavi,2.7E7,3,300.0,ImmoAsk,immoask
ImmoAsk,"maison,vendre,lome,agoe",VENTE,Maison,agoe,4.0E7,3,310.0,ImmoAsk,immoask
ImmoAsk,"maison,vendre,lome,agoe sogbossito",VENTE,Maison,agoe,3.5E7,2,120.0,ImmoAsk,immoask
ImmoAsk,"maison,vendre,lome,avepozo",VENTE,Maison,avepozo,2.3E7,3,300.0,ImmoAsk,immoask
ImmoAsk,"maison,vendre,lome,djiffa kpota",VENTE,Maison,bè,4.5E7,3,515.0,ImmoAsk,immoask
ImmoAsk,"maison,vendre,lome,sanguera",VENTE,Maison,sanguera,6.5E7,3,500.0,ImmoAsk,immoask
ImmoAsk,"maison,vendre,lome,tokoin hopital",VENTE,Maison,tokoin,7.0E7,3,392.0,ImmoAsk,immoask
ImmoAsk,"maison,vendre,lome,vapkossito",VENTE,Maison,agoe,2.5E7,3,300.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome, tokoin",LOCATION,Appartement meublé,tokoin,300000.0,1,18.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome, tokoin",LOCATION,Appartement meublé,tokoin,350000.0,1,25.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,adewi",LOCATION,Studio,adewui,210000.0,1,90.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,adidogome",LOCATION,Appartement meublé,adidogome,250000.0,1,17.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,adidogome",LOCATION,Studio meublé,adidogome,250000.0,1,25.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,agbalepedo",LOCATION,Appartement meublé,agbalépédo,210000.0,2,80.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,agbalepeto",LOCATION,Studio meublé,agbalepeto,210000.0,1,80.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,agoe",LOCATION,Appartement meublé,agoe,150000.0,2,20.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,agoe",LOCATION,Appartement meublé,agoe,150000.0,1,25.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,agoe",LOCATION,Studio,agoe,150000.0,1,80.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,agoe",LOCATION,Appartement meublé,agoe,170000.0,2,16.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,assivito",LOCATION,Appartement meublé,assivito,900000.0,2,18.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,avedji",LOCATION,Appartement meublé,avedji,200000.0,2,20.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,be",LOCATION,Appartement meublé,bè,200000.0,2,20.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lome,kegue",LOCATION,Appartement meublé,kegue,300000.0,1,20.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lomé,adidogome",LOCATION,Appartement meublé,adidogome,150000.0,2,21.0,ImmoAsk,immoask
ImmoAsk,"studio meublé,louer,lomé,avenou",LOCATION,Appartement meublé,avenou,220000.0,2,24.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,1,afagnan",VENTE,Terrain,afagnan,3000000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,kpalime,kpime",VENTE,Terrain,kpime,700000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,kpalime,yokele",VENTE,Terrain,yokele,2.0E7,2,2400.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adeticope",VENTE,Terrain,adetikope,2000000.0,2,150.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adeticope",VENTE,Terrain,adetikope,3500000.0,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adetikope",VENTE,Terrain,adetikope,2000000.0,2,150.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adetikope",VENTE,Terrain,adetikope,3500000.0,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adetikope",VENTE,Terrain,adetikope,6000000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adetikope",VENTE,Terrain,adetikope,6500000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adetikope",VENTE,Terrain,adetikope,8000000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adetikope",VENTE,Terrain,adetikope,1.6E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adidogome",VENTE,Terrain,adidogome,1.55E7,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adidogome",VENTE,Terrain,adidogome,1.6E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,adidogome",VENTE,Terrain,adidogome,3.0E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,agbalepedo",VENTE,Terrain,agbalépédo,3.7E7,2,345.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,agoe",VENTE,Terrain,agoe,7000000.0,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,agoe",VENTE,Terrain,agoe,1.25E7,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,agoe",VENTE,Terrain,agoe,1.5E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,agoe",VENTE,Appartement meublé,agoe,3.3E7,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,agoe",VENTE,Terrain,agoe,1.5E8,2,1200.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,agoe sogbossito",VENTE,Terrain,agoe,6000000.0,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,agoe togble",VENTE,Terrain,agoe,6500000.0,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,ahanoukope",VENTE,Terrain,ahanoukope,8.0E8,2,1200.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,akepe",VENTE,Terrain,akepe,5500000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,akepe",VENTE,Terrain,akepe,6500000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,akepedo",VENTE,Terrain,akepedo,3.2E8,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,attiegou",VENTE,Terrain,attiégou,1.0E8,2,1800.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,davie",VENTE,Terrain,davie,1000000.0,2,150.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,davie",VENTE,Terrain,davie,5600000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,davie",VENTE,Terrain,davie,6500000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,djagble",VENTE,Terrain,djagble,3500000.0,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,djagble",VENTE,Terrain,djagble,6000000.0,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,djagble",VENTE,Terrain,djagble,6000000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,djagble",VENTE,Terrain,djagble,1.2E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,djagble",VENTE,Terrain,djagble,1.5E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,djidjole",VENTE,Appartement meublé,djidjolé,2.7E7,2,386.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,djidjole",VENTE,Terrain,djidjolé,4.0E7,2,500.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,hedzranawoe",VENTE,Terrain,hédzranawoe,2.0E8,2,1650.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,hedzranawoe",VENTE,Terrain,hédzranawoe,5.6E8,2,4200.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,hedzranawoe",VENTE,Terrain,hédzranawoe,1.05E9,2,9000.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,kegue",VENTE,Terrain,kegue,5.5E7,2,750.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,kohe",VENTE,Terrain,adidogome,1.35E7,2,760.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,lankouvi",VENTE,Terrain,adidogome,1.15E7,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,legbassito",VENTE,Terrain,agoe,1.5E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,legbassito",VENTE,Terrain,agoe,3.0E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,leo2000",VENTE,Terrain,leo 2000,3.5E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,non loin de t-oil leo 2000",VENTE,Terrain,agoe,4.0E7,2,740.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,sagbado",VENTE,Terrain,sagbado,1.1E7,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,sagbado",VENTE,Terrain,sagbado,1.9E7,2,459.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,segbe",VENTE,Terrain,segbe,1.7E7,2,900.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,segbe",VENTE,Terrain,segbe,2.0E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,segbe",VENTE,Terrain,segbe,2.6E7,2,880.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,tokoin protestant",VENTE,Terrain,tokoin,2.5E7,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,zanguera",VENTE,Terrain,zanguera,7000000.0,2,300.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,zanguera",VENTE,Terrain,zanguera,9000000.0,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,zanguera",VENTE,Terrain,zanguera,1.1E7,2,600.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,lome,zanguera",VENTE,Terrain,zanguera,2.7E7,2,1330.0,ImmoAsk,immoask
ImmoAsk,"terrain,vendre,tsevie,davie",VENTE,Terrain,davie,4500000.0,2,1800.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,aneho,kpeme",LOCATION,Villa meublée,kpeme,700000.0,3,600.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adeticope",LOCATION,Villa meublée,adetikope,350000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidoadin",LOCATION,Villa meublée,adidoadin,250000.0,1,150.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidogome",LOCATION,Villa meublée,adidogome,450000.0,3,80.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidogome",LOCATION,Villa meublée,adidogome,450000.0,2,100.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidogome",LOCATION,Villa meublée,adidogome,450000.0,3,250.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidogome",LOCATION,Villa meublée,adidogome,600000.0,3,100.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidogome",LOCATION,Villa meublée,adidogome,600000.0,3,600.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidogome",LOCATION,Villa meublée,adidogome,800000.0,3,700.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidogome",LOCATION,Villa meublée,adidogome,1000000.0,4,150.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidogome",LOCATION,Villa meublée,adidogome,1000000.0,3,600.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidogome",LOCATION,Villa meublée,adidogome,1200000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,adidogome la pampar",LOCATION,Villa meublée,adidogome,600000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,agoe",LOCATION,Villa meublée,agoe,300000.0,3,200.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,agoe",LOCATION,Villa meublée,agoe,800000.0,4,600.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,akodessewa",LOCATION,Villa meublée,akodessewa,1800000.0,5,700.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,avedji",LOCATION,Villa meublée,avedji,300000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,avenou",LOCATION,Villa meublée,avenou,2000000.0,3,120.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,avepozo",LOCATION,Villa meublée,avepozo,400000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,baguida",LOCATION,Villa meublée,baguida,850000.0,3,600.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,carrefour aised",LOCATION,Villa meublée,adidogome,400000.0,2,150.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,hedzanawoe - novissi",LOCATION,Villa meublée,hédzranawoe,500000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,hedzranawoe",LOCATION,Villa meublée,hédzranawoe,400000.0,3,250.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,hedzranawoe",LOCATION,Villa meublée,hédzranawoe,400000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,hedzranawoe",LOCATION,Villa meublée,hédzranawoe,500000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,kegue",LOCATION,Villa meublée,kegue,300000.0,3,120.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,kegue",LOCATION,Villa meublée,kegue,350000.0,3,250.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,kpogan",LOCATION,Villa meublée,kpogan,800000.0,4,600.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,kpogan non loin du goudron",LOCATION,Villa meublée,kpogan,800000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,segbe",LOCATION,Villa meublée,segbe,250000.0,1,150.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,totsi",LOCATION,Villa meublée,totsi,450000.0,3,150.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lome,zanguera",LOCATION,Villa meublée,zanguera,250000.0,2,48.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lomé,amadahome",LOCATION,Villa meublée,adidogome,600000.0,3,600.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,louer,lomé,sagbado",LOCATION,Villa meublée,sagbado,300000.0,3,200.0,ImmoAsk,immoask
ImmoAsk,"villa meublée,vendre,lome,zanguera",VENTE,Villa meublée,zanguera,5.5E8,3,600.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome, amadahome",LOCATION,Villa,adidogome,2.3E7,3,150.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,3k",LOCATION,Villa,baguida,350000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,adidogome",LOCATION,Villa,adidogome,80000.0,3,70.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,adidogome",LOCATION,Villa,adidogome,250000.0,3,150.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,adidogome",LOCATION,Villa,adidogome,300000.0,6,120.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,ave maria",LOCATION,Villa,adidogome,120000.0,2,70.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,avedji",LOCATION,Villa,avedji,150000.0,3,150.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,baguida",LOCATION,Villa,baguida,750000.0,4,10.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,be",LOCATION,Villa,bè,400001.0,3,400.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,be kpota",LOCATION,Villa,bè,500000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,cite oua",LOCATION,Villa,cite oua,2500000.0,5,900.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,hedranawoe",LOCATION,Villa,hédzranawoe,1200000.0,3,600.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,hedzranawoe",LOCATION,Villa,hédzranawoe,1200000.0,6,600.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,kegue",LOCATION,Villa,kegue,300000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,kegue",LOCATION,Villa,kegue,500000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,leo 2000",LOCATION,Villa,leo 2000,230000.0,3,150.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,leo2000",LOCATION,Villa,leo 2000,300000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,leo2000",LOCATION,Villa,leo 2000,500000.0,3,400.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,sagbado",LOCATION,Villa,sagbado,300000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,sagboville",LOCATION,Villa,sagboville,200000.0,3,10.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,sito aeroport",LOCATION,Villa,sito aeroport,300000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,tokoin",LOCATION,Villa,tokoin,150000.0,2,150.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,tokoin",LOCATION,Appartement meublé,tokoin,450000.0,2,300.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,totsi",LOCATION,Villa,totsi,300000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lome,zossime",LOCATION,Villa,agoe,150000.0,4,100.0,ImmoAsk,immoask
ImmoAsk,"villa,louer,lomé,kegue",LOCATION,Villa,kegue,500000.0,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,adidogome",VENTE,Villa,adidogome,2.6E7,3,150.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,adidogome",VENTE,Villa,adidogome,5.0E7,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,adidogome akato",VENTE,Villa,adidogome,6.5E7,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,agoe",VENTE,Villa,agoe,1.5E7,2,150.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,agoe",VENTE,Villa,agoe,4.0E7,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,agoe",VENTE,Appartement meublé,agoe,1.55E8,2,1200.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,avenou",VENTE,Villa,avenou,1.3E8,3,334.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,be kpota",VENTE,Villa,bè,1.3E8,4,300.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,be kpota",VENTE,Villa,bè,1.3E8,4,400.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,dague",VENTE,Villa,dague,1.5E7,2,300.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,djagble",VENTE,Villa,djagble,3.2E7,5,445.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,djagble",VENTE,Villa,djagble,2.15E8,10,300.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,klikame",VENTE,Villa,klikamé,1.5E7,3,150.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,segbe",VENTE,Villa,segbe,3.0E7,3,300.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,segbe",VENTE,Villa,segbe,6.5E7,3,450.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,sito aeroport",VENTE,Villa,sito aeroport,1.0E8,3,600.0,ImmoAsk,immoask
ImmoAsk,"villa,vendre,lome,togo2000",VENTE,Villa,togo 2000,3.2E7,3,300.0,ImmoAsk,immoask
